Player,#,Pos,HT,WT,Age,Exp,College,Team,Division,Popularity
"
Ameer Abdullah",22,RB,5-9,203,28,8,Nebraska,Raiders,,
"
Johnathan Abram",24,S,6-0,205,25,4,Mississippi State,Raiders,,
"
Davante Adams",17,WR,6-1,215,29,9,Fresno State,Raiders,,
"
Anthony Averett",29,CB,5-11,185,27,5,Alabama,Raiders,,
"
Alex Bars",64,OL,6-5,334,26,4,Notre Dame,Raiders,,
"
Jackson Barton",78,T,6-7,302,26,4,Utah,Raiders,,
"
Andrew Billings",97,DT,6-1,311,27,6,Baylor,Raiders,,
"
Brandon Bolden",34,RB,5-11,220,32,10,Mississippi,Raiders,,
"
Nick Bowers",82,TE,6-4,265,25,2,Penn State,Raiders,,
"
Jayon Brown",,LB,6-0,226,27,6,UCLA,Raiders,,
"
Vernon Butler",,DT,6-4,325,27,7,Louisiana Tech,Raiders,,
"
Daniel Carlson",2,K,6-5,215,27,5,Auburn,Raiders,,
"
Derek Carr",4,QB,6-3,210,31,9,Fresno State,Raiders,,
"
AJ Cole",6,P,6-4,220,26,4,NC State,Raiders,,
"
Lester Cotton Sr.",67,G,6-4,335,26,1,Alabama,Raiders,,
"
Maxx Crosby",98,DE,6-5,255,24,4,Eastern Michigan,Raiders,,
"
Divine Deablo",5,LB,6-3,226,23,2,Virginia Tech,Raiders,,
"
Kenyan Drake",23,RB,6-1,211,28,7,Alabama,Raiders,,
"
Bryan Edwards",89,WR,6-3,212,23,3,South Carolina,Raiders,,
"
Jermaine Eluemunor",72,OL,6-4,345,27,6,Texas A&M,Raiders,,
"
Kyler Fackrell",,LB,6-5,245,30,7,Utah State,Raiders,,
"
Clelin Ferrell",99,DE,6-4,265,24,4,Clemson,Raiders,,
"
Garrett Gilbert",,QB,6-4,221,30,4,SMU,Raiders,,
"
Tyree Gillespie",37,S,6-0,207,24,2,Missouri,Raiders,,
"
Denzelle Good",71,G,6-5,340,31,8,Mars Hill,Raiders,,
"
Hroniss Grasu",65,OL,6-3,300,30,7,Oregon,Raiders,,
"
Gerri Green",56,DE,6-4,250,26,1,Mississippi State,Raiders,,
"
Johnathan Hankins",90,DT,6-3,340,30,10,Ohio State,Raiders,,
"
Duron Harmon",,S,6-0,205,31,10,Rutgers,Raiders,,
"
Brett Heggie",62,C,6-4,310,23,1,Florida,Raiders,,
"
Nate Hobbs",39,CB,6-1,195,22,2,Illinois,Raiders,,
"
Mack Hollins",10,WR,6-4,221,28,6,North Carolina,Raiders,,
"
Jacob Hollister",,TE,6-4,245,28,6,Wyoming,Raiders,,
"
Josh Jacobs",28,RB,5-10,220,24,4,Alabama,Raiders,,
"
Andre James",68,C,6-4,300,24,4,UCLA,Raiders,,
"
Jakob Johnson",45,FB,6-3,255,27,4,Tennessee,Raiders,,
"
Tyron Johnson",,WR,6-1,193,26,3,Oklahoma State,Raiders,,
"
Chandler Jones",55,DE,6-5,260,32,11,Syracuse,Raiders,,
"
Micah Kiser",,LB,6-0,244,27,5,Virginia,Raiders,,
"
Malcolm Koonce",51,DE,6-2,250,23,2,Buffalo,Raiders,,
"
Alex Leatherwood",70,G/T,6-5,312,23,2,Alabama,Raiders,,
"
Dallin Leavitt",32,S,5-10,195,27,4,Utah State,Raiders,,
"
Cre'Von LeBlanc",3,CB,5-10,190,27,6,Florida Atlantic,Raiders,,
"
Justin March-Lillard",53,LB,6-0,222,28,7,Akron,Raiders,,
"
Jordan Meredith",61,OL,6-3,300,24,1,Western Kentucky,Raiders,,
"
Kolton Miller",74,T,6-8,325,26,5,UCLA,Raiders,,
"
Tre’von Moehrig",25,S,6-2,202,22,2,TCU,Raiders,,
"
Foster Moreau",87,TE,6-4,250,24,4,LSU,Raiders,,
"
Trayvon Mullen Jr.",27,CB,6-2,200,24,4,Clemson,Raiders,,
"
Nick Mullens",,QB,6-1,187,27,4,Southern Mississippi,Raiders,,
"
Bilal Nichols",91,DT,6-4,290,25,5,Delaware,Raiders,,
"
Brandon Parker",75,T,6-8,320,26,5,North Carolina A&T,Raiders,,
"
Kyle Peko",,DT,6-1,305,28,4,Oregon State,Raiders,,
"
Denzel Perryman",52,LB,5-11,240,29,8,Miami,Raiders,,
"
Darius Phillips",20,CB,5-10,190,26,5,Western Michigan,Raiders,,
"
Trey Ragas",36,RB,5-10,214,25,1,Louisiana,Raiders,,
"
Hunter Renfrow",13,WR,5-10,185,26,4,Clemson,Raiders,,
"
Amik Robertson",21,CB,5-8,187,23,3,Louisiana Tech,Raiders,,
"
Demarcus Robinson",,WR,6-1,202,27,7,Florida,Raiders,,
"
Kamaal Seymour",63,T,6-6,310,25,1,Rutgers,Raiders,,
"
Trent Sieg",47,LS,6-3,240,26,5,Colorado State,Raiders,,
"
John Simpson",76,G,6-4,321,24,3,Clemson,Raiders,,
"
Sutton Smith",41,FB,6-0,235,26,2,Northern Illinois,Raiders,,
"
Dillon Stoner",16,WR,6-0,194,24,2,Oklahoma State,Raiders,,
"
Roderic Teamer",33,S,6-0,205,24,3,Tulane,Raiders,,
"
DJ Turner",19,WR,5-9,206,25,1,Pittsburgh,Raiders,,
"
Kendal Vickers",95,DT,6-3,295,26,3,Tennessee,Raiders,,
"
Darren Waller",83,TE,6-6,255,29,6,Georgia Tech,Raiders,,
"
Rock Ya-Sin",26,CB,6-0,190,25,4,Temple,Raiders,,
"
McTelvin Agim",95,DL,6-3,309,24,3,Arkansas,Broncos,,
"
Calvin Anderson",76,T,6-5,300,26,4,Texas,Broncos,,
"
Quinn Bailey",75,T,6-6,323,26,1,Arizona State,Broncos,,
"
Essang Bassey",,CB,5-10,190,23,3,Wake Forest,Broncos,,
"
Andrew Beck",83,FB/TE,6-3,255,25,4,Texas,Broncos,,
"
Shaun Beyer",88,TE,6-5,248,25,1,Iowa,Broncos,,
"
Jacob Bobenmoyer",46,LS,6-2,235,24,3,Northern Colorado,Broncos,,
"
Garett Bolles",72,T,6-5,300,29,6,Utah,Broncos,,
"
Mike Boone",26,RB,5-10,206,26,5,Cincinnati,Broncos,,
"
Ben Braden",,G,6-6,329,28,3,Michigan,Broncos,,
"
Baron Browning",56,ILB,6-3,240,23,2,Ohio State,Broncos,,
"
Bradley Chubb",55,OLB,6-4,275,25,5,North Carolina State,Broncos,,
"
Tyrie Cleveland",16,WR,6-2,209,24,3,Florida,Broncos,,
Tom Compton,,T,6-5,308,32,10,South Dakota,Broncos,,
"
Cody Conway",60,T,6-6,296,25,2,Syracuse,Broncos,,
"
Jonathon Cooper",53,OLB,6-3,254,24,2,Ohio State,Broncos,,
"
Damarea Crockett",28,RB,5-11,225,24,2,Missouri,Broncos,,
"
Lloyd Cushenberry III",79,C,6-3,312,24,3,LSU,Broncos,,
"
Ronald Darby",21,CB,5-11,193,28,8,Florida State,Broncos,,
Travis Fulgham,17,WR,6-2,215,26,3,Old Dominion,Broncos,,
"
Graham Glasgow",61,G,6-6,310,29,7,Michigan,Broncos,,
"
Randy Gregory",5,OLB,6-5,255,29,5,Nebraska,Broncos,,
"
Jonas Griffith",50,ILB,6-4,250,25,2,Indiana State,Broncos,,
"
KJ Hamler",1,WR,5-9,178,22,3,Penn State,Broncos,,
"
Jonathan Harris",92,DL,6-5,295,25,2,Lindenwood,Broncos,,
"
Drew Himmelman",78,T,6-9,317,25,1,Illinois State,Broncos,,
"
Kendall Hinton",9,WR,6-0,195,25,2,Wake Forest,Broncos,,
"
Jerry Jeudy",10,WR,6-1,193,22,3,Alabama,Broncos,,
"
Josey Jewell",47,ILB,6-1,236,27,5,Iowa,Broncos,,
"
Jamar Johnson",49,S,6-1,197,22,2,Indiana,Broncos,,
Josh Johnson,,QB,6-2,201,35,8,San Diego,Broncos,,
Zack Johnson,68,G,6-6,301,25,1,North Dakota State,Broncos,,
"
D.J. Jones",97,DT,6-0,321,27,6,Mississippi,Broncos,,
"
Dre'Mont Jones",93,DE,6-3,281,25,4,Ohio State,Broncos,,
Jonathan Kongbo,61,DE,6-5,254,26,1,Tennessee,Broncos,,
"
Sam Martin",6,P,6-1,211,32,10,Appalachian State,Broncos,,
"
Brandon McManus",8,K,6-3,201,30,9,Temple,Broncos,,
"
Quinn Meinerz",77,G/C,6-3,320,23,2,Wisconsin-Whitewater,Broncos,,
"
Andre Mintze",48,OLB,6-3,249,23,2,Vanderbilt,Broncos,,
"
Netane Muti",52,G,6-3,315,23,3,Fresno State,Broncos,,
"
Michael Ojemudia",13,CB,6-1,200,24,3,Iowa,Broncos,,
"
Albert Okwuegbunam",85,TE,6-5,258,23,3,Missouri,Broncos,,
"
Aaron Patrick",94,OLB,6-4,245,29,2,Eastern Kentucky,Broncos,,
"
Tim Patrick",81,WR,6-4,212,28,5,Utah,Broncos,,
"
Mike Purcell",98,DL,6-3,328,30,7,Wyoming,Broncos,,
J.R. Reed,,S,6-1,194,26,3,Georgia,Broncos,,
"
Dalton Risner",66,G,6-5,312,26,4,Kansas State,Broncos,,
"
Justin Simmons",31,S,6-2,202,28,7,Boston College,Broncos,,
Alex Singleton,,LB,6-2,235,28,4,Montana State,Broncos,,
"
Marquiss Spencer",51,DE,6-4,295,24,1,Mississippi State,Broncos,,
"
Caden Sterns",30,S,6-1,207,22,2,Texas,Broncos,,
"
Justin Strnad",40,LB,6-3,238,25,3,Wake Forest,Broncos,,
"
Pat Surtain II",2,CB,6-2,202,21,2,Alabama,Broncos,,
"
Courtland Sutton",14,WR,6-4,216,26,5,Southern Methodist,Broncos,,
Eric Tomlinson,,TE,6-6,263,29,7,Texas-El Paso,Broncos,,
Casey Tucker,,T,6-6,315,26,1,Arizona State,Broncos,,
"
Billy Turner",,OL,6-5,310,30,9,North Dakota State,Broncos,,
"
Barrington Wade",54,ILB,6-1,232,24,1,Iowa,Broncos,,
Corliss Waitman,,P,6-2,210,26,1,South Alabama,Broncos,,
"
DeShawn Williams",90,DL,6-1,292,29,4,Clemson,Broncos,,
"
Javonte Williams",33,RB,5-10,220,21,2,North Carolina,Broncos,,
K'Waun Williams,,CB,5-9,183,30,8,Pittsburgh,Broncos,,
"
Seth Williams",19,WR,6-2,211,22,1,Auburn,Broncos,,
"
Russell Wilson",3,QB,5-11,206,33,11,Wisconsin,Broncos,,
"
P.J. Locke",37,S,5-10,202,25,3,Texas,Broncos,,
"
Brett Rypien",4,QB,6-2,202,25,3,Boise,Broncos,,
"
Easton Stick",2,QB,6-1,224,26,4,North Dakota State,Chargers,,
"
Chase Daniel",4,QB,6-0,218,35,14,Missouri,Chargers,,
"
Joshua Palmer",5,WR,6-1,210,22,2,Tennessee,Chargers,,
"
Dustin Hopkins",6,K,6-2,193,31,9,Florida State,Chargers,,
"
Kenneth Murray Jr.",9,LB,6-2,241,23,3,Oklahoma,Chargers,,
"
Justin Herbert",10,QB,6-6,237,24,3,Oregon,Chargers,,
"
Jason Moore Jr.",11,WR,6-3,215,26,3,Findlay,Chargers,,
"
Joe Reed",12,WR,6-0,224,24,2,Virginia,Chargers,,
"
Keenan Allen",13,WR,6-2,211,29,10,California,Chargers,,
"
Jalen Guyton",15,WR,6-1,212,24,3,North Texas,Chargers,,
JK Scott,16,P,6-5,208,26,4,Alabama,Chargers,,
"
Tevaughn Campbell",20,CB,6-0,200,28,3,Regina (Canada),Chargers,,
"
Nasir Adderley",24,S,6-0,206,24,4,Delaware,Chargers,,
"
Joshua Kelley",25,RB,5-11,212,24,3,UCLA,Chargers,,
Asante Samuel,26,CB,5-10,180,22,2,Florida State,Chargers,,
"
J.C. Jackson",27,CB,6-1,198,26,5,Maryland,Chargers,,
"
Mark Webb Jr.",29,DB,6-1,207,23,2,Georgia,Chargers,,
"
Austin Ekeler",30,RB,5-10,200,26,6,Western State Colorado,Chargers,,
"
Nick Niemann",31,LB,6-3,244,24,2,Iowa,Chargers,,
"
Alohi Gilman",32,S,5-10,201,24,3,Notre Dame,Chargers,,
"
Derwin James Jr.",33,S,6-2,215,25,5,Florida State,Chargers,,
"
Larry Rountree III",34,RB,5-10,211,23,2,Missouri,Chargers,,
"
Kemon Hall",37,CB,5-11,190,24,2,North Texas,Chargers,,
"
Gabe Nabers",40,FB,6-3,235,24,3,Florida State,Chargers,,
"
Michael Davis",43,CB,6-2,196,27,6,Brigham Young,Chargers,,
Jamal Davis II,44,OLB,6-4,248,26,1,Akron,Chargers,,
"
Ben DeLuca",46,DB,6-1,202,24,1,Charlotte,Chargers,,
"
Josh Harris",47,LS,6-1,224,32,11,Auburn,Chargers,,
"
Hunter Kampmoyer",48,TE,6-4,243,24,1,Oregon,Chargers,,
"
Drue Tranquill",49,LB,6-2,234,26,4,Notre Dame,Chargers,,
"
Cole Christiansen",50,LB,6-1,230,24,1,Army,Chargers,,
"
Emeke Egbule",51,OLB,6-2,245,25,3,Houston,Chargers,,
"
Khalil Mack",52,OLB,6-3,252,31,9,Buffalo,Chargers,,
"
Damon Lloyd",53,LB,6-0,235,23,2,"Indiana PA, University of",Chargers,,
"
Amen Ogbongbemiga",57,LB,6-0,231,23,2,Oklahoma State,Chargers,,
"
Corey Linsley",63,C,6-3,301,30,9,Ohio State,Chargers,,
"
Brenden Jaimes",64,G/T,6-5,298,22,2,Nebraska,Chargers,,
"
Ryan Hunter",67,Guard,6-3,316,27,1,Bowling Green State,Chargers,,
"
Sebastian Joseph-Day",69,DL,6-4,310,27,5,Rutgers,Chargers,,
"
Rashawn Slater",70,T,6-4,315,23,2,Northwestern,Chargers,,
"
Matt Feiler",71,G,6-6,330,29,6,Bloomsburg,Chargers,,
"
Foster Sarell",73,T,6-6,322,23,1,Stanford,Chargers,,
"
Storm Norton",74,T,6-7,317,27,3,University of Toledo,Chargers,,
"
Trey Pipkins III",79,T,6-6,307,25,4,Sioux Falls,Chargers,,
"
Maurice Ffrench",80,WR,5-11,200,24,1,Pittsburgh,Chargers,,
"
Mike Williams",81,WR,6-4,218,27,6,Clemson,Chargers,,
"
Michael Bandy",83,WR,5-10,190,24,1,San Diego,Chargers,,
Gerald Everett,84,TE,6-3,245,27,6,South Alabama,Chargers,,
"
Tre' McKitty",88,TE,6-4,246,23,2,Georgia,Chargers,,
"
Donald Parham Jr.",89,TE,6-8,237,24,3,Stetson University,Chargers,,
"
Andrew Brown",90,DT,6-3,296,26,3,Virginia,Chargers,,
"
Forrest Merrill",91,DL,6-0,322,25,1,Arkansas State,Chargers,,
"
Joe Gaziano",92,DL,6-4,280,25,2,Northwestern,Chargers,,
"
Chris Rumph II",94,OLB,6-2,244,23,2,Duke,Chargers,,
"
Christian Covington",95,DL,6-2,289,28,8,Rice,Chargers,,
"
Breiden Fehoko",96,DL,6-3,300,25,2,Louisiana State,Chargers,,
"
Joey Bosa",97,OLB,6-5,280,26,7,Ohio State,Chargers,,
"
Austin Johnson",98,DL,6-4,314,27,7,Penn State,Chargers,,
"
Jerry Tillery",99,DL,6-6,295,25,4,Notre Dame,Chargers,,
"
Ty Long",1,P,6-2,205,29,4,Alabama-Birmingham,Chargers,,
"
Trey Marshall",36,DB,6-0,207,26,4,Florida State,Chargers,,
"
Oday Aboushi",76,G,6-5,308,30,10,Virginia,Chargers,,
"
Stephen Anderson",82,TE,6-3,230,29,5,California,Chargers,,
"
Jared Cook",87,TE,6-5,246,35,14,South Carolina,Chargers,,
"
Chris Harris Jr.",25,CB,5-10,199,32,12,Kansas,Chargers,,
"
Davontae Harris",28,CB,5-11,200,27,5,Illinois State,Chargers,,
"
Justin Jackson",22,RB,6-0,200,25,5,Northwestern,Chargers,,
"
Linval Joseph",98,DL,6-4,329,33,13,East Carolina,Chargers,,
"
Senio Kelemete",68,G,6-3,301,31,10,Washington,Chargers,,
"
Matt Overton",54,LS,6-1,254,36,10,Western Washington University,Chargers,,
"
Andre Roberts",7,WR,5-11,195,34,13,The Citadel,Chargers,,
"
Michael Schofield III",72,G/T,6-6,301,31,9,Michigan,Chargers,,
"
Ryan Smith",23,CB,5-11,189,28,7,North Carolina Central,Chargers,,
"
Nick Allegretti",73,G,6-4,315,25,4,Illinois,Chiefs,,
"
Zayne Anderson",39,DB,6-2,205,25,1,BYU,Chiefs,,
"
DeAndre Baker",30,CB,5-11,186,24,3,Georgia,Chiefs,,
"
Luq Barcoo",,DB,6-1,175,23,2,San Diego State,Chiefs,,
"
Omar Bayless",,WR,6-1,210,25,2,Arkansas State,Chiefs,,
"
Blake Bell",81,TE,6-6,260,30,8,Oklahoma,Chiefs,,
"
Andrew Billings",,DT,6-1,311,27,6,Baylor,Chiefs,,
"
Nick Bolton",54,LB,6-0,237,22,2,Missouri,Chiefs,,
"
Dicaprio Bootle",2,DB,5-10,182,24,1,Nebraska,Chiefs,,
"
Cortez Broughton",79,DT,6-2,293,25,3,Cincinnati,Chiefs,,
"
Orlando Brown",57,T,6-8,363,25,5,Oklahoma,Chiefs,,
"
Shane Buechele",6,QB,6-0,208,24,2,SMU,Chiefs,,
"
Michael Burton",45,FB,6-0,243,30,8,Rutgers,Chiefs,,
"
Deon Bush",,S,6-0,200,28,7,Miami,Chiefs,,
"
Matt Bushman",84,TE,6-5,245,26,1,BYU,Chiefs,,
"
Harrison Butker",7,K,6-4,196,26,6,Georgia Tech,Chiefs,,
"
Shilique Calhoun",92,LB,6-5,260,30,6,Michigan State,Chiefs,,
"
Jermaine Carter",,LB,6-1,225,27,5,Maryland,Chiefs,,
"
Geron Christian",,T,6-5,302,25,5,Louisville,Chiefs,,
"
Frank Clark",55,DE,6-3,261,28,8,Michigan,Chiefs,,
"
Corey Coleman",,WR,5-10,185,27,5,Baylor,Chiefs,,
Brandin Dandridge,,DB,5-10,180,N/A,1,Missouri Western,Chiefs,,
"
Mike Danna",51,DE,6-2,255,24,3,Michigan,Chiefs,,
"
Gehrig Dieter",12,WR,6-3,208,29,2,Alabama,Chiefs,,
"
Austin Edwards",60,DE,6-5,273,24,1,Ferris State,Chiefs,,
"
Clyde Edwards-Helaire",25,RB,5-8,205,23,3,LSU,Chiefs,,
"
Rashad Fenton",27,CB,5-11,193,25,4,South Carolina,Chiefs,,
"
Chris Finke",,WR,5-10,184,25,1,Notre Dame,Chiefs,,
"
Jody Fortson",88,TE,6-6,240,26,2,Valdosta State,Chiefs,,
"
Daurice Fountain",82,WR,6-1,212,26,4,Northern Iowa,Chiefs,,
"
Jordan Franks",,TE,6-4,240,26,2,UCF,Chiefs,,
"
Willie Gay",50,LB,6-1,235,24,3,Mississippi State,Chiefs,,
"
Josh Gordon",19,WR,6-3,238,31,6,Baylor,Chiefs,,
"
Derrick Gore",40,RB,5-10,207,27,2,Louisiana-Monroe,Chiefs,,
"
Noah Gray",83,TE,6-4,243,22,2,Duke,Chiefs,,
"
Nakia Griffin-Stewart",48,TE,6-5,260,25,1,Pittsburgh,Chiefs,,
"
Mecole Hardman",17,WR,5-10,180,24,4,Georgia,Chiefs,,
"
Darius Harris",47,LB,6-2,240,26,3,Middle Tennessee,Chiefs,,
"
Chad Henne",4,QB,6-3,215,36,15,Michigan,Chiefs,,
"
Malik Herring",70,DE,6-3,280,24,1,Georgia,Chiefs,,
"
Creed Humphrey",52,OL,6-5,309,22,2,Oklahoma,Chiefs,,
"
Joe Jackson",,DE,6-4,285,25,4,Miami,Chiefs,,
"
Gary Jennings",,WR,6-1,216,25,2,West Virginia,Chiefs,,
"
Roderick Johnson",,T,6-6,300,26,5,Florida State,Chiefs,,
"
Chris Jones",95,DT,6-6,298,27,7,Mississippi State,Chiefs,,
"
Ronald Jones",,RB,5-11,208,24,5,USC,Chiefs,,
"
Joshua Kaindoh",59,DE,6-7,262,23,2,Florida State,Chiefs,,
"
Travis Kelce",87,TE,6-5,256,32,10,Cincinnati,Chiefs,,
"
Devon Key",24,DB,6-0,204,24,1,Western Kentucky,Chiefs,,
"
Brenden Knox",,RB,5-11,220,23,1,Marshall,Chiefs,,
"
Elijah Lee",,LB,6-2,229,26,6,Kansas State,Chiefs,,
"
Patrick Mahomes",15,QB,6-3,227,26,6,Texas Tech,Chiefs,,
"
Lorenzo Neal",,DT,6-3,325,24,1,Purdue,Chiefs,,
"
Lucas Niang",67,OL,6-6,339,23,2,TCU,Chiefs,,
"
Derrick Nnadi",91,DT,6-1,317,25,5,Florida State,Chiefs,,
"
Josh Pederson",,TE,6-5,235,24,1,Louisiana-Monroe,Chiefs,,
"
Cornell Powell",14,WR,6-0,210,24,1,Clemson,Chiefs,,
"
Justin Reid",20,S,6-1,205,25,5,Stanford,Chiefs,,
"
Austin Reiter",62,C,6-3,300,30,7,South Florida,Chiefs,,
"
Khalen Saunders",99,DT,6-0,324,25,4,Western Illinois,Chiefs,,
Mathew Sexton,,WR,5-11,175,24,1,Eastern Michigan,Chiefs,,
"
Trey Smith",65,OL,6-6,329,22,2,Tennessee,Chiefs,,
"
JuJu Smith-Schuster",9,WR,6-1,215,25,6,USC,Chiefs,,
"
L'Jarius Sneed",38,CB,6-1,189,25,3,Louisiana Tech,Chiefs,,
"
Taylor Stallworth",,DT,6-2,305,26,4,South Carolina,Chiefs,,
"
Darius Stills",,DT,6-0,278,23,1,West Virginia,Chiefs,,
"
Darwin Thompson",34,RB,5-8,200,25,3,Utah State,Chiefs,,
"
Juan Thornhill",22,S,6-0,203,26,4,Virginia,Chiefs,,
"
Joe Thuney",62,OL,6-5,304,29,7,N.C. State,Chiefs,,
"
Tommy Townsend",5,P,6-1,194,25,3,Florida,Chiefs,,
"
Marquez Valdes-Scantling",,WR,6-4,206,27,5,University of South Florida,Chiefs,,
"
Mark Vital",80,TE,6-5,250,25,1,Baylor,Chiefs,,
"
Prince Tega Wanogho",70,T,6-5,303,24,2,Auburn,Chiefs,,
"
Justin Watson",,WR,6-3,215,26,5,Pennsylvania,Chiefs,,
"
Tershawn Wharton",98,DT,6-4,278,23,3,Missouri S&T,Chiefs,,
"
Darryl Williams",64,OL,6-2,304,24,1,Mississippi State,Chiefs,,
"
James Winchester",41,LS,6-3,242,32,8,Oklahoma,Chiefs,,
"
Jonathan Woodard",,DE,6-5,271,28,2,Central Arkansas,Chiefs,,
"
Andrew Wylie",77,G,6-6,310,27,5,Eastern Michigan,Chiefs,,
"
Joel Bitonio",75,G,6-4,320,30,9,Nevada,Browns,,
"
Chris Blewitt",12,K,5-9,195,26,1,Pittsburgh,Browns,,
"
Corey Bojorquez",13,P,6-0,208,25,5,New Mexico,Browns,,
"
Ja'Marcus Bradley",84,WR,6-0,198,25,2,Louisiana-Lafayette,Browns,,
"
Jacoby Brissett",7,QB,6-4,235,29,7,N.C. State,Browns,,
"
Taven Bryan",99,DT,6-4,291,26,5,Florida,Browns,,
"
Harrison Bryant",88,TE,6-5,230,23,3,Florida Atlantic,Browns,,
"
Joseph Charlton",8,P,6-5,190,25,3,South Carolina,Browns,,
"
Nick Chubb",24,RB,5-11,227,26,5,Georgia,Browns,,
"
Jack Conklin",78,T,6-6,308,27,7,Michigan State,Browns,,
"
Amari Cooper",2,WR,6-1,210,27,8,Alabama,Browns,,
"
Grant Delpit",22,S,6-3,208,23,3,LSU,Browns,,
"
Michael Dunn",68,G,6-5,315,27,3,Maryland,Browns,,
"
Jordan Elliott",96,DT,6-4,303,24,3,Missouri,Browns,,
"
Demetric Felton Jr.",25,RB,5-9,189,23,2,UCLA,Browns,,
"
Tony Fields II",42,LB,6-0,222,22,2,West Virginia,Browns,,
"
Drew Forbes",79,G,6-5,308,25,3,Southeast Missouri State,Browns,,
"
Miller Forristall",86,TE,6-5,245,24,1,Alabama,Browns,,
"
Hjalte Froholdt",72,G,6-5,310,25,4,Arkansas,Browns,,
"
Myles Garrett",95,DE,6-4,272,26,6,Texas A&M,Browns,,
"
Jakeem Grant Sr.",9,WR,5-7,172,29,7,Texas Tech,Browns,,
"
A.J. Green",38,CB,6-2,198,23,2,Oklahoma State,Browns,,
"
Nick Guggemos",48,TE,6-5,231,26,1,University of St. Thomas,Browns,,
"
Blake Hance",62,G,6-6,310,26,2,Northwestern,Browns,,
"
Tre Harbison",37,RB,5-11,218,23,2,Charlotte,Browns,,
"
Nick Harris",53,C,6-1,293,23,3,Washington,Browns,,
"
Willie Harvey Jr.",54,LB,5-11,230,26,2,Iowa State,Browns,,
"
Troy Hill",23,CB,5-11,183,30,7,Oregon,Browns,,
"
Chris Hubbard",74,T,6-4,295,30,9,Alabama-Birmingham,Browns,,
"
James Hudson III",66,T,6-5,313,22,2,Cincinnati,Browns,,
"
Charley Hughlett",47,LS,6-4,248,31,8,Central Florida,Browns,,
"
Kareem Hunt",27,RB,5-11,216,26,6,Toledo,Browns,,
"
D'Ernest Johnson",30,RB,5-10,208,26,4,South Florida,Browns,,
"
John Johnson III",43,S,6-0,209,26,6,Boston College,Browns,,
"
John Kelly Jr.",41,RB,5-10,208,25,2,Tennessee,Browns,,
"
Richard LeCounte III",39,S,5-11,196,23,2,Georgia,Browns,,
"
Baker Mayfield",6,QB,6-1,215,27,5,Oklahoma,Browns,,
"
Chase McLaughlin",3,K,6-0,180,26,4,Illinois,Browns,,
"
Nate Meadors",49,S,5-11,189,25,1,UCLA,Browns,,
"
Herb Miller",29,CB,6-1,201,24,2,Florida Atlantic,Browns,,
"
David Moore",60,G,6-2,320,23,1,Grambling State,Browns,,
"
Greg Newsome II",20,CB,6-0,192,21,2,Northwestern,Browns,,
"
David Njoku",85,TE,6-4,246,25,6,Miami (Fla.),Browns,,
"
Elijah Nkansah",65,T,6-1,328,27,1,Toledo,Browns,,
"
Jeremiah Owusu-Koramoah",28,LB,6-2,221,22,2,Notre Dame,Browns,,
"
Donovan Peoples-Jones",11,WR,6-2,204,23,3,Michigan,Browns,,
"
Jacob Phillips",50,LB,6-3,228,23,3,LSU,Browns,,
"
Ethan Pocic",,C,6-6,309,26,6,LSU,Browns,,
"
Anthony Schwartz",10,WR,6-0,186,21,2,Auburn,Browns,,
"
Johnny Stanton IV",40,FB,6-2,240,27,2,UNLV,Browns,,
"
Sione Takitaki",44,LB,6-1,238,26,4,BYU,Browns,,
"
Alex Taylor",70,T,6-8,301,24,2,South Carolina State,Browns,,
"
Wyatt Teller",77,G,6-4,314,27,5,Virginia Tech,Browns,,
"
Tommy Togiai",93,DT,6-2,296,22,2,Ohio State,Browns,,
"
Anthony Walker Jr.",5,LB,6-1,235,26,6,Northwestern,Browns,,
"
Denzel Ward",21,CB,5-11,190,24,5,Ohio State,Browns,,
"
Deshaun Watson",4,QB,6-2,215,26,6,Clemson,Browns,,
"
Curtis Weaver",59,DE,6-2,265,23,2,Boise State,Browns,,
"
Greedy Williams",26,CB,6-2,185,24,4,LSU,Browns,,
"
Jedrick Wills Jr.",71,T,6-4,307,22,3,Alabama,Browns,,
"
Chase Winovich",69,DE,6-3,250,26,4,Michigan,Browns,,
"
Stephen Carlson",89,TE,6-4,240,25,4,Princeton,Browns,,
"
Jadeveon Clowney",90,DE,6-5,255,29,9,South Carolina,Browns,,
"
Dustin Colquitt",2,P,6-3,210,39,18,Tennessee,Browns,,
"
Sheldon Day",92,DT,6-1,293,27,7,Notre Dame,Browns,,
"
Porter Gustin",94,DE,6-5,257,25,4,USC,Browns,,
"
Ronnie Harrison Jr.",33,S,6-3,214,24,5,Alabama,Browns,,
"
Malik Jackson",97,DT,6-5,285,32,11,Tennessee,Browns,,
"
Malik McDowell",58,DT,6-6,295,25,2,Michigan State,Browns,,
"
Takkarist McKinley",55,DE,6-2,260,26,6,UCLA,Browns,,
"
Montrel Meander",41,LB,6-2,215,27,2,Grambling State,Browns,,
"
Ifeadi Odenigbo",57,DE,6-3,258,28,5,Northwestern,Browns,,
"
Malcolm Smith",56,LB,6-0,225,32,11,USC,Browns,,
"
Ryan Switzer",15,WR,5-9,183,27,5,North Carolina,Browns,,
"
Dexter Williams",34,RB,5-11,212,25,2,Notre Dame,Browns,,
"
Montravius Adams",57,DT,6-4,304,26,6,Auburn,Steelers,,
"
Tyson Alualu",94,DE,6-3,304,34,13,California,Steelers,,
